,FIPS,2013 Rural-urban Continuum Code,Population_2010,Civilian_labor_force_2020,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019,pc1,pc2,pc3,pca_class
22,1045,4.0,50251,20710,4.9,45120,87.2,-0.41584329906119805,-0.00233595386800929,1.8497033910060559,2
23,1047,4.0,43820,14619,10.7,34034,65.7,-1.0510711595702267,2.0395492770237422,0.607373553508306,0
24,1049,6.0,71109,30736,4.5,44277,85.5,-0.7365166548337649,0.08775978649889371,2.1459592127781777,2
25,1051,2.0,79303,36620,4.9,62310,120.4,1.2142715185222728,-1.3109497319921741,1.6583663400470077,3
26,1053,6.0,38319,14453,6.0,42712,82.5,-0.8949925763521799,0.43576946769247704,1.7938623960911941,2
27,1055,3.0,104430,40724,7.7,43047,83.1,-0.1837613087373681,0.8371040751257205,1.1974290064758963,2
28,1057,6.0,17241,6562,5.0,44212,85.4,-0.8741305162562514,0.06411096107998751,1.9897316697068501,2
29,1059,6.0,31704,14424,4.4,44874,86.7,-0.801625986575012,-0.07355404076788845,2.132207857192152,2
30,1061,3.0,26790,10835,4.1,43089,83.2,-0.5005041045072806,-0.09142468500543686,1.9101725657802544,2
31,1063,8.0,9045,3015,10.9,28699,55.4,-2.123932724529889,2.52596453451138,0.9242847710614494,2
32,1065,3.0,15760,6075,9.4,40745,78.7,-0.5243717549583126,1.1627999355212435,0.7595414319260467,2
33,1067,3.0,17302,6814,4.8,48597,93.9,-0.10599038551879339,-0.39760203866880867,1.7408237556519377,2
34,1069,3.0,101547,46358,5.4,50138,96.8,0.26232825932277143,-0.18049822046495942,1.6849088592533088,2
35,1071,6.0,53227,22840,5.3,44322,85.6,-0.756124994156383,0.20637577612196245,1.9561079901913458,2
36,1073,1.0,658466,315957,6.2,54127,104.6,2.4891083958257987,1.030332490502846,1.8288891798063318,3
37,1075,8.0,14564,5730,4.9,42686,82.5,-1.2978873274854905,0.20812180880612124,2.2004738328841014,2
38,1077,3.0,92709,41931,5.5,48188,93.1,0.10091275083260964,-0.032918518099358134,1.6580316476507806,2
39,1079,3.0,34339,14363,4.9,47797,92.3,-0.11424429885358148,-0.27208538459045195,1.7350192845475816,2
40,1081,3.0,140247,75564,5.2,54160,104.6,0.6872484206620394,-0.4113802328474058,1.7657178311115973,2
41,1083,2.0,82782,44624,4.3,64729,125.0,1.3950824192907805,-1.5973020900986505,1.7909974322365514,3
42,1085,2.0,11299,3661,13.3,33930,65.5,-0.747788560517174,2.4627904405078502,-0.1711798894465748,0
43,1087,6.0,21452,8063,9.6,34281,66.2,-1.4266353888963874,1.7984408712049467,1.0151802479002965,2
44,1089,2.0,334811,187247,4.6,68609,132.5,2.4701743490497887,-1.148012632732186,1.970297939384292,3
45,1091,7.0,21027,7766,6.2,38838,75.0,-1.36502532494467,0.7649357300495034,1.8357156657062403,2
46,1093,7.0,30776,13034,5.1,44675,86.3,-0.9513498260818297,0.10932476014321423,2.0725316730284997,2
47,1095,4.0,93019,44275,4.2,48913,94.5,-0.03520969312331094,-0.3261934073379401,2.033646911215436,2
48,1097,2.0,412992,190882,7.9,49492,95.6,1.3321078101567125,1.1336085346988287,1.3311796644917964,2
49,1099,7.0,23068,7474,8.2,40005,77.3,-1.2122288550034477,1.0902451271882425,1.401947281455684,2
50,1101,2.0,229363,107103,7.8,52711,101.8,1.0448879147047108,0.411121527390203,1.1823397484955933,2
51,1103,3.0,119490,58899,4.5,54355,105.0,0.5998417674881508,-0.6410786258521255,1.890231690060327,2
52,1105,8.0,10591,3437,10.9,29572,57.1,-2.0574057294213097,2.4607835306092447,0.9216454178991779,2
53,1107,3.0,19746,7660,6.5,40249,77.7,-0.6457651756766432,0.6096335733183376,1.3879481886577651,2
54,1109,6.0,32899,15636,4.9,41271,79.7,-1.0398338622140724,0.3149335007095194,2.0294811931563825,2
55,1111,6.0,22913,9414,4.7,42922,82.9,-0.9602857796617477,0.116436153775015,2.0592228753816464,2
56,1113,2.0,52947,23500,5.1,43670,84.4,-0.19614196327351976,0.10833120333384444,1.619779116663164,2
57,1115,1.0,83593,40132,4.9,65403,126.3,1.6041701571634421,-1.5617175240856267,1.5600447535889208,3
58,1117,1.0,195085,114048,3.9,77801,150.3,2.842553163468301,-2.4014396507063736,1.8753526846987052,3
59,1119,8.0,13763,4745,7.0,29209,56.4,-2.203183094296016,1.6871486929906327,1.7667101253679471,2
60,1121,4.0,82291,36123,7.0,47719,92.2,-0.06834812081056865,0.3126973942667031,1.4169014387042982,2
61,1123,6.0,41616,17864,6.9,47100,91.0,-0.5348033066970181,0.2938811707478633,1.592749407075408,2
62,1125,3.0,194656,102222,6.6,52307,101.0,0.7574316303430473,0.1615983516463065,1.5146170111737942,2
63,1127,1.0,67023,24877,5.8,45991,88.8,0.1696069030261507,0.07126012391774186,1.3769974912362954,2
64,1129,8.0,17581,6729,8.0,48864,94.4,-0.7452565079822541,0.3791056011303699,1.5194874689762494,2
65,1131,9.0,11670,2871,14.7,30998,59.9,-1.981757929737326,3.1640520001000976,0.1916509565137474,0
66,1133,6.0,24484,10017,4.7,40827,78.9,-1.1058472739673104,0.28125573992249264,2.0630299777998027,2
67,2020,2.0,291826,148392,7.4,82512,106.9,2.2792289089455045,-0.5098205478463484,1.211823028349688,3
68,2050,7.0,17013,6963,11.6,48262,62.5,-1.1664806242820882,1.8986146845926972,0.5851090087533963,2
69,2060,9.0,997,417,7.4,87950,113.9,0.6679455775038535,-1.4125902384948894,1.587055420130564,2
70,2070,9.0,4847,1742,8.2,57436,74.4,-1.079988978493491,0.6491732244337026,1.478731237739037,2
71,2090,3.0,97581,44679,6.4,74076,95.9,1.0106815302714767,-0.6825865910090592,1.3479969901575737,3
72,2100,9.0,2508,1018,15.6,62548,81.0,-0.5438928005483953,1.8636288447585458,-0.1335657228410071,0
73,2110,5.0,31275,16374,6.6,85419,110.6,1.194952605826703,-1.4485528003611807,1.4125034901894697,3
74,2122,7.0,55400,26341,9.1,68625,88.9,0.05550882275370543,0.21809704584960452,1.1160769178313943,2
75,2130,7.0,13477,6520,9.6,75706,98.1,0.36702429527165936,-0.22201492910883724,0.9550626168592662,2
76,2150,7.0,13592,6090,6.2,79669,103.2,0.4852206317045099,-1.1728267975130409,1.680047855555932,2
77,2170,2.0,88995,47848,8.3,75856,98.3,1.3281009513195914,-0.4319026362087992,0.8337729545650945,3
78,2180,7.0,9492,3927,10.5,58464,75.7,-0.6264665589366701,1.0211838201707124,0.7886709073160477,2
79,2185,7.0,9430,3200,5.9,84784,109.8,0.7593677935551099,-1.563795321604539,1.7279454163098755,2
80,2188,7.0,7523,2942,12.0,61660,79.9,-0.3947869781453661,1.1280557818285908,0.45591188063182675,2
81,2220,7.0,8881,4132,6.9,80660,104.5,0.5537931600920655,-1.100866398026098,1.5190388607264533,2
82,2240,9.0,7029,2934,7.4,69646,90.2,-0.38611701223027955,-0.2670429528532611,1.6197859537520896,2
83,2261,9.0,9636,4522,8.7,74574,96.6,-0.0464343562651954,-0.2953809908145166,1.330544365992991,2
84,2290,9.0,5588,2308,12.1,42063,54.5,-1.8479458325884353,2.4102956663969026,0.6565897857610745,0
85,4001,6.0,71518,20195,12.8,35386,57.0,-1.3741287549312833,2.736480505664734,0.1961134536354304,0
86,4003,3.0,131346,51995,7.0,48650,78.4,-0.0614530407401232,0.6867301462402422,1.1974096106954022,2
87,4005,3.0,134421,75280,9.7,58301,94.0,0.7284654796070139,0.6340890460551997,0.6186276037276088,2
88,4007,4.0,53597,21008,7.7,45980,74.1,-0.5701433438040032,0.863888783211746,1.0801742596228514,2
89,4009,7.0,37220,15919,6.3,50685,81.7,-0.8064331172606405,0.29057438324732054,1.6452996056020441,2
90,4011,7.0,8437,4454,5.5,68066,109.7,0.2233381716332882,-1.153040575514171,1.760887159614443,2
91,4013,1.0,3817117,2331628,7.4,68634,110.7,13.615683184609159,9.857082963094868,4.734371265860247,1
92,4015,3.0,200186,88743,10.0,49712,80.1,0.3144786127562327,1.4179818146372933,0.6132998808709138,2
93,4017,4.0,107449,40419,10.1,40676,65.6,-0.6995758309981606,1.85030299484146,0.614792521118928,2
94,4019,2.0,980263,495991,7.7,56150,90.5,3.146623096483789,2.511849117114518,1.7492580002528195,3
95,4021,1.0,375770,191074,7.5,62067,100.1,1.9006290764137619,0.4695661882451202,1.1179792455447113,3
96,4023,4.0,47420,19429,11.4,47779,77.0,-0.34509909933581573,1.4938863474505855,0.27225679695303534,0
97,4025,3.0,211033,106985,7.5,54242,87.4,0.5960000970030184,0.6426552240081573,1.1661348458880465,2
98,4027,3.0,195751,98120,17.1,47024,75.8,0.39373586578591996,3.0942783901256576,-0.9095063589782161,0
99,5001,6.0,19019,9422,4.0,52539,107.2,-0.18086059507153504,-0.944002013154183,1.9862090568610424,2
100,5003,7.0,21853,7186,9.3,47744,97.4,-0.5175740470490621,0.5658869150557212,0.9433919698162281,2
101,5005,7.0,41513,16528,5.9,41950,85.6,-1.0024627685007697,0.3742382166610498,1.705552122365909,2
102,5007,2.0,221339,140015,4.5,70775,144.4,2.4762802039009113,-1.8186151632422451,1.6843786040517403,3
103,5009,7.0,36903,15764,5.3,50083,102.2,-0.4278436965924155,-0.41119902200270375,1.8182328134519887,2
104,5011,7.0,11508,4386,5.8,39982,81.6,-1.2311123381813773,0.4408382696485725,1.704702646100383,2
105,5013,9.0,5368,2426,5.2,48415,98.8,-0.9455828743898158,-0.32002550436451177,2.004608502332666,2
106,5015,6.0,27446,12709,5.7,43841,89.4,-0.749297297264878,0.12736488982669386,1.6400225146994387,2
107,5017,7.0,11800,3250,10.3,37014,75.5,-1.3071334782534283,1.6113579651935772,0.7364291324850102,2
108,5019,7.0,22995,9314,5.9,44105,90.0,-0.8909380883086804,0.15851321538644508,1.6856761331809855,2
109,5021,7.0,16083,5519,6.0,40686,83.0,-1.163006120001625,0.4356294917640367,1.6629801074136974,2
110,5023,6.0,25970,9157,7.6,46214,94.3,-0.5220107913271995,0.3190173786786461,1.2212024300013888,2
111,5025,3.0,8689,3203,6.1,53773,109.7,0.4040588516636661,-0.7161246437288876,1.2343595532569507,2
112,5027,7.0,24552,9053,6.8,42964,87.6,-0.9459444915002174,0.44001176819264337,1.4932456550549502,2
113,5029,6.0,21273,8392,6.0,46924,95.7,-0.532176825207937,-0.07698241108609054,1.5623309117982538,2
114,5031,3.0,96443,55775,5.3,47766,97.4,0.21336012923941775,-0.15230198177612425,1.5071637190674516,2
115,5033,2.0,61948,26436,5.4,44600,91.0,-8.687408158064271e-05,-0.02368175721327208,1.352760776044446,2
116,5035,1.0,50902,21209,8.3,41976,85.6,0.020781429977166824,0.7353723839791731,0.6258393753945487,2
117,5037,6.0,17870,7291,6.1,45273,92.4,-0.6581666931945687,0.06723277761592793,1.5404985166729879,2
118,5039,6.0,8116,2832,5.3,41314,84.3,-1.0059876661511076,0.19544655853936208,1.711166440806441,2
119,5041,6.0,13008,5321,7.0,37005,75.5,-1.255464868129005,0.9068254641077634,1.3557658159747543,2
120,5043,6.0,18509,7730,6.9,44162,90.1,-0.7127740005834587,0.3250887699947187,1.3699441021467533,2
121,5045,2.0,113237,61682,5.4,58482,119.3,1.2070258768877677,-0.9820282517442966,1.3853485769844596,3
122,5047,6.0,18125,7478,5.6,45670,93.2,-0.6444546528579784,-0.06737650855761645,1.647586213956991,2
123,5049,9.0,12245,4924,5.1,32926,67.2,-2.080357804973068,0.9173385133141629,2.056167074847699,2
124,5051,3.0,96024,41347,8.0,45786,93.4,0.11396209844209608,0.5300413110784091,0.9128250556432509,2
125,5053,2.0,17853,8222,5.2,58566,119.5,0.9112170373734758,-1.2902104841433528,1.3333970980544687,3
126,5055,4.0,42090,19450,6.0,47098,96.1,-0.15011570775071362,-0.09044034203397983,1.3912918374912924,2
127,5057,6.0,22609,9593,5.2,40867,83.4,-1.0011257672770122,0.24624097157665562,1.745696462883871,2
128,5059,6.0,32923,14100,5.8,45860,93.6,-0.5824118550736039,-0.0053557069925305595,1.6165696099573714,2
129,5061,6.0,13789,5533,5.0,41427,84.5,-0.991898471286913,0.13901246599319989,1.779776961586095,2
130,5063,7.0,36647,16670,5.8,47903,97.7,-0.5720476916409056,-0.12969123167003763,1.7117209426316062,2
131,5065,9.0,13696,4640,8.4,40233,82.1,-1.428713473567706,1.0170181390116657,1.3304799203565638,2
132,5067,6.0,17997,5863,7.1,38636,78.8,-1.122795942383803,0.8052950775298989,1.3328758615462177,2
133,5069,3.0,77435,27398,8.0,40555,82.7,-0.34249925750503823,0.8912976488956992,0.899066511862132,2
134,5071,7.0,25540,10120,6.3,40396,82.4,-1.1475371904458447,0.5450550791445402,1.6047277906090007,2
135,5073,8.0,7645,2421,7.6,37164,75.8,-1.546205135488019,1.0579690231314813,1.408401355868401,2
136,5075,6.0,17415,6786,6.1,39604,80.8,-1.0815576809750598,0.5209285797935401,1.5473974362064085,2
137,5077,7.0,10424,2805,7.5,30421,62.1,-1.8905255373995924,1.5549365274732307,1.348217527533452,2
138,5079,3.0,14134,3834,6.0,44272,90.3,-0.29442285065346985,0.03454756900192733,1.2723843502432997,2
139,5081,3.0,13171,5385,6.4,43257,88.2,-0.3541618668919046,0.2021628445077889,1.1885398864639356,2
140,5083,6.0,22353,8656,6.6,42249,86.2,-0.8561102940720073,0.4235121480274188,1.438546903333271,2
141,5085,2.0,68356,33550,5.5,62782,128.1,1.381940855539249,-1.4364429673179664,1.3070810429762498,3
142,5087,2.0,15717,7413,3.9,48016,98.0,0.08088997204508769,-0.7189769911384759,1.6285630343376447,2
143,5089,9.0,16653,6251,6.4,38760,79.1,-1.5945810089106809,0.7279224614204758,1.7666223659331053,2
144,5091,3.0,43462,19379,6.9,50905,103.8,0.3149357683056671,-0.23274262520723174,1.0943179832395744,2
145,5093,4.0,46480,17264,9.0,39990,81.6,-0.5784805918616593,1.1027554833742,0.7533831948953512,2
146,5095,7.0,8149,2721,6.7,34289,69.9,-1.6354915713123805,1.0774236943292113,1.5122917683654025,2
147,5097,8.0,9487,2981,6.8,39591,80.8,-1.3871172805059173,0.6997496763338034,1.5772247793779741,2
148,5099,7.0,8997,3550,5.9,36528,74.5,-1.4913871632036324,0.7341205833946537,1.6822674130837927,2
149,5101,9.0,8330,3246,5.0,37648,76.8,-1.7448162343223144,0.5088097316685853,2.0635422564741934,2
150,5103,7.0,26120,9821,6.0,46393,94.6,-0.7133271280939915,0.0023066458264482024,1.6576247648482763,2
151,5105,2.0,10445,4188,5.5,50560,103.1,0.3031240309503333,-0.6040248941214661,1.2721377049604137,2
152,5107,6.0,21757,6402,9.1,31521,64.3,-1.5773591198202412,1.7969823037405248,0.9130869390878928,2
153,5109,9.0,11291,4272,5.9,44426,90.6,-1.2057063561327954,0.15878490121418784,1.8595331002778448,2
154,5111,3.0,24583,9919,5.5,40536,82.7,-0.5544530773123731,0.25882749995039644,1.3956068766116565,2
155,5113,7.0,20662,8013,6.6,39722,81.0,-1.2015757053425054,0.6500216374838353,1.5345453879362785,2
156,5115,5.0,61754,27775,5.9,47519,96.9,-0.22287226236842414,-0.07033016390308343,1.520706457666952,2
157,5117,8.0,8715,3608,5.3,46205,94.3,-0.9450607448421777,-0.1420100555644809,1.8891539396671488,2
158,5119,2.0,382748,188928,7.4,52684,107.5,1.611344146709638,0.5715371938159801,1.2047150175696326,3
159,5121,7.0,17969,7444,5.9,42875,87.5,-0.9949530431862277,0.2450309666920385,1.6781940446044274,2
160,5123,6.0,28258,8028,7.9,34389,70.2,-1.3886735600665652,1.3293275463860659,1.1712024500296112,2
161,5125,2.0,107118,58181,5.1,66944,136.6,1.8063235182146875,-1.7414765485168224,1.4253849642115728,3
162,5127,6.0,11233,4354,4.5,38065,77.7,-1.263734969695097,0.2968902381008376,1.8876869087408974,2
163,5129,9.0,8195,2885,6.4,34712,70.8,-1.918057269909213,1.0339041968223424,1.7642079859606694,2
164,5131,2.0,125744,56158,6.0,48945,99.8,0.5211469494479121,-0.08815866700882523,1.2682476334146713,2
165,5133,6.0,17058,5524,5.8,43493,88.7,-0.8078871257478555,0.14356011329648008,1.6011535746119485,2
166,5135,7.0,17264,5717,7.1,37591,76.7,-1.3538993810757751,0.9132767557482414,1.425272130045095,2
167,5137,9.0,12394,4618,7.1,36930,75.3,-1.7198142606643656,1.0116255070596833,1.6123872658086114,2
168,5139,7.0,41639,15622,8.3,46602,95.1,-0.5808656102330485,0.4958338497438393,1.1712789130302017,2
169,5141,8.0,17295,5758,7.1,38096,77.7,-1.4696050411137451,0.9002652271560995,1.5188624417804233,2
170,5143,2.0,203065,126141,4.6,52158,106.4,1.0309687573429633,-0.3627542053671125,1.6656616077829036,2
171,5145,4.0,77076,33972,6.2,46388,94.6,-0.10340465810080626,0.09147765999988149,1.3744982318199357,2
172,5147,9.0,7260,2794,5.8,36568,74.6,-1.8015004890096036,0.7585556666774657,1.889177785120411,2
173,5149,6.0,22185,7997,5.1,44469,90.7,-0.7435676460169582,-0.06734636469264198,1.7545734711112895,2
174,6001,1.0,1510271,813807,8.8,107589,133.8,7.554444443230278,1.5851970118610785,1.7406558906783518,1
175,6003,8.0,1175,517,11.2,58112,72.3,-0.8646977856595952,1.2455174908136062,0.5199498133767353,2
176,6005,6.0,38091,14424,9.1,62640,77.9,-0.27408226097783356,0.5666866555489418,0.8051080081875776,2
177,6007,3.0,220000,92604,9.2,58394,72.6,0.4394824911150325,1.201752940117863,0.6665689182026104,2
178,6009,6.0,45578,21207,7.6,68248,84.9,0.029644288125040285,-0.0583939535166591,1.127206481857115,2
179,6011,6.0,21419,10499,16.0,59048,73.4,-0.290288452006585,2.1845925287751067,-0.6899384562560481,0
180,6013,1.0,1049025,541256,8.9,106555,132.5,6.026091243109175,0.3813890015412642,1.2502443897513116,3
181,6015,7.0,28610,9350,9.5,48979,60.9,-1.2265395467488862,1.4792096330784497,0.8317610865765184,2
182,6017,1.0,181058,90752,8.3,86202,107.2,2.247932060262648,-0.7811872508059837,0.5935520213135215,3
183,6019,2.0,930450,445518,11.3,56926,70.8,2.6525261280196495,3.5195553903808943,0.7837424273123705,3
184,6021,6.0,28122,12568,8.9,55682,69.2,-0.7011668196702611,0.9298826931822779,0.855250594565072,2
185,6023,5.0,134623,59411,8.4,51134,63.6,-0.5310839882835906,1.3318687166009051,0.9716498351475318,2
186,6025,3.0,174528,69602,22.5,48102,59.8,0.15199513990326594,4.467260953000302,-2.229099538359796,0
187,6027,7.0,18546,8305,7.8,59605,74.1,-0.6909909511141412,0.46669021347003825,1.1707446496053884,2
188,6029,2.0,839631,383769,12.5,53245,66.2,2.167187479366069,3.7189255014056113,0.4315398559318265,0
189,6031,3.0,152982,56416,11.6,57297,71.2,0.2505706957443431,1.5881416956471113,0.0838748720167891,0
190,6033,4.0,64665,28267,9.6,46897,58.3,-0.7767200088433263,1.6411437590717344,0.563852874924659,2
191,6035,7.0,34895,9461,7.1,53613,66.7,-1.0290356194516592,0.7082044974701868,1.3427416137545898,2
192,6037,1.0,9818605,4921499,12.8,72721,90.4,29.894862408038403,25.77133204377622,8.683679205836137,1
193,6039,3.0,150865,61738,10.8,61105,76.0,0.4562808340091388,1.199834835485387,0.25232582651882995,0
194,6041,1.0,252409,130138,6.7,112069,139.3,3.897988163840505,-2.4866915170180617,0.9549550349957017,3
195,6043,8.0,18251,7162,10.9,52760,65.6,-1.1380604432214376,1.547745090663924,0.6078427617066943,2
196,6045,4.0,87841,37015,8.9,52309,65.0,-0.4300661912036516,1.2212972063625782,0.7223981562842012,2
197,6047,2.0,255793,114736,12.2,59733,74.3,0.8853568848335684,1.8175857515005855,-0.0436910438528055,0
198,6049,6.0,9686,3170,8.5,45311,56.3,-1.3640733068536788,1.4274348638302434,0.9440263483804912,2
199,6051,7.0,14202,7846,11.8,66226,82.3,-0.18811167439742246,0.8890671449191014,0.2892843369735446,2
200,6053,2.0,415057,213471,10.8,76509,95.1,2.3222652417509546,0.9678310276062838,0.390551703760865,3
201,6055,3.0,136484,68867,8.7,90230,112.2,2.0571759089696733,-1.0025584423642397,0.6449256149919145,3
202,6057,4.0,98764,46489,8.0,69550,86.5,0.5744977335065904,0.026091341754479826,0.894693353201353,2
203,6059,1.0,3010232,1553301,8.8,95761,119.1,11.240732478735291,6.131356282440531,3.1568191431213153,1
204,6061,1.0,348432,184892,7.3,97688,121.5,3.394945898948847,-1.2297282613916618,0.9499311312531034,3
205,6063,7.0,20007,7559,10.7,59376,73.8,-0.6091302289805506,1.082580079669192,0.5428517672232034,2
206,6065,1.0,2189641,1107723,9.9,72905,90.7,7.459978008586581,5.549010183138491,2.165130129357211,1
207,6067,1.0,1418788,707182,9.3,71891,89.4,5.079130314462953,3.468800937393772,1.5610347297818314,1
208,6069,1.0,55269,31528,9.9,84209,104.7,1.8276248803819675,-0.6426285732724938,0.13479672898975553,3
209,6071,1.0,2035210,966206,9.4,67398,83.8,6.489137012654713,5.226974315422617,2.0806450962663887,1
210,6073,1.0,3095313,1538361,9.2,83576,103.9,10.637746181292105,7.032777523150679,3.121729490875013,1
211,6075,1.0,805235,556056,7.8,121795,151.4,6.5418395377129706,-1.063780651381639,1.3500417348275286,3
212,6077,2.0,685306,331828,11.3,68458,85.1,2.620595429080354,2.212888394929927,0.5355147260267514,3
213,6079,2.0,269637,132690,7.7,76599,95.2,1.7759691416756687,-0.07406109945971792,0.9150624054541068,3
214,6081,1.0,718451,433876,6.9,135234,168.2,6.804571328019587,-2.481664390580503,1.3632067222187831,3
215,6083,2.0,423895,217510,8.0,74530,92.7,2.1427299888687923,0.5269317809076968,1.0058113843789276,3
216,6085,1.0,1781642,1020693,7.0,132444,164.7,9.921068593133041,0.5759079084108347,2.3932218502745615,1
217,6087,2.0,262382,133646,9.5,85770,106.6,2.3532115745849636,-0.2637807942724252,0.5043714596341279,3
218,6089,3.0,177223,72827,8.7,61464,76.4,0.47805484957974137,0.8059015065626571,0.7252959159798916,2
219,6091,8.0,3240,1282,8.0,55862,69.5,-1.0938379080422036,0.722127871191931,1.2128019637885987,2
220,6093,6.0,44900,16923,9.7,45954,57.1,-1.1956624674525118,1.7183200447607505,0.7105799689169509,2
221,6095,2.0,413344,202812,9.5,85704,106.6,2.7753313706262013,0.11082563202008247,0.639697712199312,3
222,6097,2.0,483878,245091,7.9,87084,108.3,3.0284132879451953,-0.10603240571901032,1.0548413129850212,3
223,6099,2.0,514453,240641,10.7,62761,78.0,1.7564382045038869,1.9807198465773206,0.5103798997420558,3
224,6101,3.0,94737,45467,11.0,60910,75.7,0.31982419490190195,1.138598197218078,0.16441450209223998,0
225,6103,4.0,63463,25579,8.8,51672,64.3,-0.5372864560934593,1.1757072957289947,0.7201073019986156,2
226,6105,8.0,13786,4515,8.0,43881,54.6,-1.75635220601755,1.4702354278064311,1.2446639920270512,2
227,6107,2.0,442179,199151,13.2,56776,70.6,1.2689046182753139,2.662204073553543,-0.09035610619773737,0
228,6109,4.0,55365,20038,10.4,64729,80.5,0.2357638524203803,0.6928879826856594,0.33838257806510147,2
229,6111,2.0,823318,408867,8.6,91446,113.7,4.278713655018341,0.6334338413999087,1.2063259787003797,3
230,6113,1.0,200849,105026,7.5,70951,88.2,1.4162248060644815,0.038805340473689234,0.8150710669770552,3
231,6115,3.0,72155,30042,10.5,56607,70.4,-0.020520369160144516,1.2261770387877282,0.2556033407326474,0
232,8001,1.0,441603,274498,8.0,75341,97.7,2.6144519942175175,0.5039581896590645,0.8692124587447394,3
233,8003,7.0,15445,8403,6.4,38213,49.6,-1.9265170480257077,1.4051317037572413,1.4109184253524927,2
234,8005,1.0,572003,366768,7.9,82364,106.8,3.4817772386452943,0.4495493795195026,1.023222974497343,3
235,8007,7.0,12084,7123,7.6,57604,74.7,-0.7622528464052981,0.4470447637516645,1.1093243676327649,2
236,8009,9.0,3788,2132,2.3,38945,50.5,-2.360293432405337,0.5326191015331563,2.472895737472293,2
237,8011,7.0,6499,1828,4.4,35764,46.4,-2.1683072169570123,1.1142422439721396,1.8371822193046483,2
238,8013,2.0,294567,192879,6.2,88341,114.6,2.7099400838953684,-1.0464052383310862,1.1806621839972058,3
239,8015,7.0,17809,9741,6.3,60331,78.2,-0.6301378464414359,0.023466023698238202,1.3893032159676502,2
240,8017,9.0,1836,1103,2.4,52337,67.9,-1.5786677200273387,-0.28175485920796955,2.4218219192907378,2
241,8019,1.0,9088,6151,8.5,79900,103.6,1.4803308344842177,-0.9127046596047863,0.29830150617683626,3
242,8021,9.0,8256,4071,5.6,40944,53.1,-2.1224771867252765,1.104039575988284,1.7592599358290166,2
243,8023,9.0,3524,1823,7.2,34731,45.0,-2.447821080658746,1.809825703197662,1.4217956519184127,2
244,8025,8.0,5823,1528,5.4,38224,49.6,-2.145873807077909,1.1941071514989854,1.7095599721278485,2
245,8027,8.0,4255,2087,5.0,57381,74.4,-1.039853365648004,-0.07462896420520608,1.7567169386633863,2
246,8029,6.0,30952,14340,6.6,51525,66.8,-0.9495586210369079,0.6326570957791587,1.2574040831359568,2
247,8031,1.0,600158,423824,8.2,75456,97.9,3.2946934828541106,1.1147217917880272,1.0367724805938792,3
