,FIPS,2013 Rural-urban Continuum Code,Population_2010,Civilian_labor_force_2020,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019,Cluster,State,Brewery_Count
1176,23027,6.0,38786,19961,5.2,51073,86.8,2,ME,9.0
1177,23029,7.0,32856,13408,6.2,39068,66.4,2,ME,3.0
1178,23031,2.0,197131,110884,5.4,66803,113.6,0,ME,18.0
1179,24001,3.0,75087,30835,7.8,48170,55.6,3,MD,3.0
1180,24003,1.0,537656,310413,5.8,100916,116.5,0,MD,5.0
1181,24005,1.0,805029,445695,6.8,76972,88.8,0,MD,9.0
1182,24009,1.0,88737,48543,5.2,111056,128.2,0,MD,7.0
1183,24011,6.0,33066,17436,5.5,60143,69.4,2,MD,1.0
1184,24013,1.0,167134,93073,5.1,101810,117.5,0,MD,7.0
1185,24015,1.0,101108,52083,5.9,75307,86.9,0,MD,6.0
1186,24017,1.0,146551,86099,6.7,102510,118.3,0,MD,1.0
1187,24019,6.0,32618,15990,6.7,48709,56.2,3,MD,1.0
1188,24021,1.0,233385,132867,5.9,102951,118.8,0,MD,16.0
1189,24023,6.0,30097,15274,6.6,59253,68.4,2,MD,0.0
1190,24025,1.0,244826,138337,5.8,91492,105.6,0,MD,7.0
1191,24027,1.0,287085,184474,5.2,121329,140.0,0,MD,6.0
1192,24029,6.0,20197,9664,6.6,65615,75.7,2,MD,0.0
1193,24031,1.0,971777,548398,6.3,110012,127.0,0,MD,11.0
1194,24033,1.0,863420,504276,8.2,85357,98.5,0,MD,4.0
1195,24035,1.0,47798,27202,5.5,101350,117.0,0,MD,4.0
1196,24037,3.0,105151,57281,4.8,89123,102.9,0,MD,2.0
1197,24039,2.0,26470,8720,8.3,38731,44.7,3,MD,1.0
1198,24041,6.0,37782,17776,6.0,75714,87.4,2,MD,1.0
1199,24043,2.0,147430,72703,6.7,59785,69.0,3,MD,5.0
1200,24045,2.0,98733,49403,7.5,54351,62.7,3,MD,3.0
1201,24047,2.0,51454,25069,11.2,65821,76.0,3,MD,5.0
1202,24510,1.0,620961,281187,8.8,49780,57.5,3,MD,20.0
1203,25001,3.0,215888,108128,10.2,82686,96.5,0,MA,7.0
1204,25003,3.0,131219,61645,9.1,58805,68.6,3,MA,6.0
1205,25005,1.0,548285,293532,10.2,69857,81.5,0,MA,12.0
1206,25007,7.0,16535,9517,9.2,76036,88.7,3,MA,2.0
1207,25009,1.0,743159,414660,9.8,83253,97.1,0,MA,22.0
1208,25011,4.0,71372,39501,7.4,60143,70.2,3,MA,9.0
1209,25013,2.0,463490,220259,10.4,59918,69.9,3,MA,16.0
1210,25015,2.0,158080,85661,7.2,74142,86.5,0,MA,15.0
1211,25017,1.0,1503085,882398,7.3,106543,124.3,1,MA,29.0
1212,25019,7.0,10172,7664,10.3,96030,112.1,0,MA,1.0
1213,25021,1.0,670850,380061,8.3,106851,124.7,0,MA,10.0
1214,25023,1.0,494919,276733,9.5,90584,105.7,0,MA,12.0
1215,25025,1.0,722023,446558,9.7,75843,88.5,0,MA,14.0
1216,25027,2.0,798552,432005,8.8,77795,90.8,0,MA,30.0
1217,26001,9.0,10942,3861,9.9,41491,69.7,3,MI,0.0
1218,26003,7.0,9601,3147,10.7,52285,87.8,3,MI,4.0
1219,26005,4.0,111408,62253,7.3,66568,111.8,0,MI,9.0
1220,26007,7.0,29598,13245,7.7,43676,73.4,3,MI,2.0
1221,26009,9.0,23580,10207,9.7,58317,98.0,3,MI,3.0
1222,26011,8.0,15899,5909,11.4,44017,74.0,3,MI,0.0
1223,26013,9.0,8860,3163,11.7,48371,81.3,3,MI,0.0
1224,26015,2.0,59173,31350,7.4,67703,113.7,0,MI,3.0
1225,26017,3.0,107771,49573,9.2,50130,84.2,3,MI,2.0
1226,26019,9.0,17525,8655,9.4,56934,95.7,3,MI,5.0
1227,26021,3.0,156813,72765,8.6,50659,85.1,3,MI,20.0
1228,26023,6.0,45248,19739,8.1,52255,87.8,3,MI,0.0
1229,26025,3.0,136146,61838,9.7,50205,84.3,3,MI,5.0
1230,26027,2.0,52293,24470,8.8,55029,92.5,3,MI,2.0
1231,26029,7.0,25949,12649,9.8,58831,98.8,3,MI,5.0
1232,26031,7.0,26152,10277,14.6,47876,80.4,3,MI,5.0
1233,26033,7.0,38520,16121,8.9,49610,83.3,3,MI,4.0
1234,26035,6.0,30926,11798,11.5,42480,71.4,3,MI,1.0
1235,26037,2.0,75382,40089,6.6,72666,122.1,0,MI,3.0
1236,26039,7.0,14074,5660,10.4,49114,82.5,3,MI,3.0
1237,26041,5.0,37069,16948,8.7,48880,82.1,3,MI,3.0
1238,26043,7.0,26168,12206,7.0,53751,90.3,2,MI,1.0
1239,26045,2.0,107759,56112,7.7,65891,110.7,0,MI,6.0
1240,26047,7.0,32694,17219,10.5,59456,99.9,3,MI,6.0
1241,26049,2.0,425790,179933,11.2,50554,84.9,3,MI,7.0
1242,26051,6.0,25692,9876,9.7,46458,78.1,3,MI,0.0
1243,26053,7.0,16427,5852,7.7,39030,65.6,3,MI,1.0
1244,26055,5.0,86986,48974,8.4,65041,109.3,0,MI,14.0
1245,26057,6.0,42476,17927,8.0,51046,85.8,3,MI,2.0
1246,26059,6.0,46688,20088,9.1,50015,84.0,3,MI,2.0
1247,26061,5.0,36628,15945,7.2,45006,75.6,3,MI,4.0
1248,26063,7.0,33118,15554,8.5,49126,82.5,3,MI,2.0
1249,26065,2.0,280895,146960,7.5,54704,91.9,0,MI,9.0
1250,26067,4.0,63905,30414,7.9,59582,100.1,3,MI,3.0
1251,26069,7.0,25887,10152,10.5,43605,73.3,3,MI,2.0
1252,26071,7.0,11817,4985,8.1,46814,78.6,3,MI,1.0
1253,26073,4.0,70311,33122,8.4,46677,78.4,3,MI,4.0
1254,26075,3.0,160248,74075,9.0,56001,94.1,3,MI,7.0
1255,26077,2.0,250331,131618,7.2,56739,95.3,0,MI,18.0
1256,26079,7.0,17153,7904,11.1,47620,80.0,3,MI,0.0
1257,26081,2.0,602622,357123,7.6,66560,111.8,0,MI,45.0
1258,26083,9.0,2156,884,8.9,47318,79.5,3,MI,1.0
1259,26085,9.0,11539,3989,10.8,38044,63.9,3,MI,0.0
1260,26087,1.0,88319,40138,12.5,66415,111.6,0,MI,1.0
1261,26089,9.0,21708,10261,8.0,72888,122.5,2,MI,5.0
1262,26091,4.0,99892,45597,9.0,55466,93.2,3,MI,4.0
1263,26093,1.0,180967,99598,8.8,87827,147.6,0,MI,7.0
1264,26095,7.0,6631,2257,8.6,45464,76.4,3,MI,0.0
1265,26097,7.0,11113,5003,13.4,44986,75.6,3,MI,1.0
1266,26099,1.0,840978,439510,12.0,65051,109.3,0,MI,13.0
1267,26101,7.0,24733,10270,10.8,50047,84.1,3,MI,1.0
1268,26103,5.0,67077,31758,8.3,54913,92.3,3,MI,10.0
1269,26105,7.0,28705,13374,9.2,49869,83.8,3,MI,3.0
1270,26107,6.0,42798,18415,9.1,47705,80.1,3,MI,3.0
1271,26109,7.0,24029,10694,6.4,49189,82.6,2,MI,2.0
1272,26111,3.0,83629,39706,7.5,69859,117.4,0,MI,1.0
1273,26113,9.0,14849,6923,9.1,51317,86.2,3,MI,0.0
1274,26115,3.0,152021,74397,8.9,64341,108.1,0,MI,1.0
1275,26117,2.0,63342,28133,9.1,52089,87.5,3,MI,1.0
1276,26119,9.0,9765,3021,13.1,40126,67.4,3,MI,0.0
1277,26121,3.0,172188,77540,11.4,50730,85.2,3,MI,7.0
1278,26123,6.0,48460,23340,8.7,51772,87.0,3,MI,3.0
1279,26125,1.0,1202362,648742,9.3,81257,136.5,0,MI,35.0
1280,26127,6.0,26570,12024,10.3,52319,87.9,3,MI,1.0
1281,26129,9.0,21699,8048,10.9,41347,69.5,3,MI,1.0
1282,26131,9.0,6780,2053,10.3,45531,76.5,3,MI,0.0
1283,26133,9.0,23528,11606,8.3,47343,79.5,3,MI,1.0
1284,26135,9.0,8640,2910,11.9,44594,74.9,3,MI,0.0
1285,26137,7.0,24164,11651,10.3,52392,88.0,3,MI,2.0
1286,26139,2.0,263801,158936,6.8,69827,117.3,0,MI,23.0
1287,26141,7.0,13376,4951,11.1,47339,79.5,3,MI,0.0
1288,26143,7.0,24449,7835,12.1,42546,71.5,3,MI,1.0
1289,26145,3.0,200169,84807,9.9,48471,81.4,3,MI,4.0
1290,26147,1.0,163040,73897,12.0,60208,101.2,3,MI,3.0
1291,26149,4.0,61295,29052,9.1,54024,90.8,3,MI,1.0
1292,26151,6.0,43114,19541,9.7,49917,83.9,3,MI,2.0
1293,26153,7.0,8485,3248,9.7,50256,84.4,3,MI,0.0
1294,26155,4.0,70648,32859,9.2,55633,93.5,3,MI,0.0
1295,26157,6.0,55729,23739,10.1,52342,87.9,3,MI,0.0
1296,26159,2.0,76258,34835,8.3,58733,98.7,0,MI,10.0
1297,26161,2.0,344791,193659,6.4,76728,128.9,0,MI,19.0
1298,26163,1.0,1820584,796974,13.8,50753,85.3,1,MI,27.0
1299,26165,7.0,32735,14918,10.2,53146,89.3,3,MI,1.0
1300,27001,8.0,16202,7487,8.1,51936,69.7,3,MN,1.0
1301,27003,1.0,330844,198304,6.3,83363,111.9,0,MN,7.0
1302,27005,6.0,32504,18817,6.2,61311,82.3,2,MN,1.0
1303,27007,7.0,44442,24865,6.3,54638,73.3,2,MN,1.0
1304,27009,3.0,38451,22062,6.6,63395,85.1,3,MN,0.0
1305,27011,9.0,5269,2517,4.7,52692,70.7,2,MN,0.0
1306,27013,3.0,64013,40363,5.4,60408,81.1,2,MN,1.0
1307,27015,6.0,25893,14270,5.1,62904,84.4,2,MN,2.0
1308,27017,2.0,35386,17715,7.2,65749,88.2,0,MN,1.0
1309,27019,1.0,91042,58673,5.2,101891,136.7,0,MN,5.0
1310,27021,9.0,28567,14206,9.2,54267,72.8,3,MN,3.0
1311,27023,7.0,12441,6779,5.1,54984,73.8,2,MN,1.0
1312,27025,1.0,53887,30083,6.6,84811,113.8,0,MN,0.0
1313,27027,3.0,58999,36323,4.3,64874,87.0,2,MN,2.0
1314,27029,8.0,8695,4507,9.4,54896,73.7,3,MN,0.0
1315,27031,9.0,5176,2948,8.4,58664,78.7,3,MN,2.0
1316,27033,7.0,11687,6265,4.6,53725,72.1,2,MN,0.0
1317,27035,4.0,62500,32291,7.2,60384,81.0,3,MN,6.0
1318,27037,1.0,398552,242394,6.2,89075,119.5,0,MN,7.0
1319,27039,3.0,20087,12042,5.4,86436,116.0,0,MN,1.0
1320,27041,6.0,36009,21271,4.8,67592,90.7,2,MN,2.0
1321,27043,6.0,14553,7087,6.2,54193,72.7,2,MN,1.0
1322,27045,3.0,20866,11654,5.0,62716,84.1,2,MN,4.0
1323,27047,7.0,31255,16258,5.6,56716,76.1,2,MN,0.0
1324,27049,4.0,46183,26659,5.9,71497,95.9,0,MN,3.0
1325,27051,9.0,6018,3337,5.3,55247,74.1,2,MN,1.0
1326,27053,1.0,1152425,710270,6.6,82323,110.5,0,MN,52.0
1327,27055,3.0,19027,10311,4.3,64920,87.1,2,MN,0.0
1328,27057,7.0,20428,9907,7.1,56064,75.2,2,MN,1.0
1329,27059,1.0,37816,21430,6.8,77963,104.6,0,MN,1.0
1330,27061,6.0,45058,22100,8.4,58660,78.7,3,MN,2.0
1331,27063,7.0,10266,5772,4.8,57915,77.7,2,MN,0.0
1332,27065,6.0,16239,9109,8.0,63595,85.3,3,MN,1.0
1333,27067,4.0,42239,24696,4.8,64129,86.0,2,MN,2.0
1334,27069,9.0,4552,2411,4.6,62762,84.2,2,MN,1.0
1335,27071,6.0,13311,5796,7.4,52545,70.5,3,MN,0.0
1336,27073,9.0,7259,3529,4.7,56825,76.2,2,MN,0.0
1337,27075,6.0,10866,5273,7.3,61082,82.0,3,MN,1.0
1338,27077,9.0,4045,2442,6.1,56244,75.5,2,MN,0.0
1339,27079,1.0,27703,16186,6.8,75519,101.3,0,MN,1.0
1340,27081,9.0,5896,3125,4.4,55328,74.2,2,MN,1.0
1341,27083,7.0,25857,14364,4.5,63849,85.7,2,MN,1.0
1342,27085,6.0,36651,19236,5.7,64380,86.4,2,MN,2.0
1343,27087,8.0,5413,2198,13.0,46702,62.7,3,MN,0.0
1344,27089,8.0,9439,5451,6.5,59793,80.2,2,MN,0.0
1345,27091,7.0,20840,9994,5.2,54602,73.3,2,MN,0.0
1346,27093,6.0,23300,13251,5.2,63812,85.6,2,MN,0.0
1347,27095,1.0,26097,12937,8.4,59262,79.5,3,MN,0.0
1348,27097,6.0,33198,17936,6.8,61847,83.0,2,MN,2.0
1349,27099,4.0,39163,20929,5.0,55276,74.2,2,MN,1.0
1350,27101,9.0,8725,4834,5.1,61007,81.9,2,MN,0.0
1351,27103,3.0,32727,20752,4.8,71067,95.4,0,MN,1.0
1352,27105,7.0,21378,11602,4.2,57300,76.9,2,MN,1.0
1353,27107,8.0,6852,3287,6.3,53961,72.4,2,MN,0.0
1354,27109,3.0,144248,91030,5.4,80631,108.2,0,MN,5.0
1355,27111,6.0,57303,31488,5.4,59901,80.4,2,MN,7.0
1356,27113,6.0,13930,8663,6.2,55870,75.0,2,MN,0.0
1357,27115,6.0,29750,14581,8.6,55684,74.7,3,MN,1.0
1358,27117,6.0,9596,4670,4.0,55405,74.3,2,MN,0.0
1359,27119,3.0,31600,16403,5.6,60582,81.3,2,MN,0.0
1360,27121,8.0,10995,6512,4.5,59442,79.8,2,MN,1.0
1361,27123,1.0,508640,290181,6.9,68652,92.1,0,MN,24.0
1362,27125,8.0,4089,2230,6.4,58384,78.3,2,MN,0.0
1363,27127,7.0,16059,7782,5.5,60097,80.6,2,MN,0.0
1364,27129,8.0,15730,8598,5.5,59110,79.3,2,MN,0.0
1365,27131,4.0,64142,37193,5.2,72438,97.2,0,MN,4.0
1366,27133,6.0,9687,5808,3.0,63451,85.1,2,MN,1.0
1367,27135,7.0,15629,7917,5.7,62924,84.4,2,MN,1.0
1368,27137,2.0,200226,101110,7.2,60228,80.8,3,MN,11.0
1369,27139,1.0,129928,83897,5.9,108718,145.9,0,MN,5.0
1370,27141,1.0,88499,52434,6.1,95323,127.9,0,MN,2.0
1371,27143,1.0,15226,8373,5.5,66757,89.6,0,MN,0.0
1372,27145,3.0,150642,90863,5.7,66449,89.2,0,MN,7.0
1373,27147,5.0,36576,20330,5.5,68603,92.0,2,MN,2.0
1374,27149,7.0,9726,5446,3.3,59045,79.2,2,MN,0.0
1375,27151,7.0,9783,4881,5.8,60127,80.7,2,MN,0.0
1376,27153,6.0,24895,13786,5.3,51746,69.4,2,MN,0.0
1377,27155,9.0,3558,1753,4.4,57602,77.3,2,MN,0.0
1378,27157,3.0,21676,12439,5.3,63435,85.1,2,MN,1.0
1379,27159,7.0,13843,6024,7.6,50663,68.0,3,MN,1.0
1380,27161,6.0,19136,9081,6.2,63907,85.7,2,MN,1.0
1381,27163,1.0,238136,143583,5.6,100857,135.3,0,MN,3.0
1382,27165,6.0,11211,6664,4.6,57290,76.9,2,MN,1.0
1383,27167,6.0,6576,3458,4.1,69890,93.8,2,MN,0.0
1384,27169,4.0,51461,28193,4.9,64219,86.2,2,MN,4.0
1385,27171,1.0,124700,75721,5.5,91374,122.6,0,MN,4.0
1386,27173,9.0,10438,5314,4.6,61074,81.9,2,MN,0.0
1387,28001,5.0,32297,10609,11.0,34583,75.3,3,MS,1.0
1388,28003,7.0,37057,15419,6.2,43496,94.7,2,MS,0.0
1389,28005,8.0,13131,4460,8.4,41575,90.5,3,MS,0.0
1390,28007,6.0,19564,6977,8.3,36905,80.4,3,MS,0.0
1391,28009,1.0,8729,2995,8.3,37875,82.5,3,MS,0.0
1392,28011,7.0,34145,11537,8.7,30309,66.0,3,MS,0.0
1393,28013,9.0,14962,5598,8.1,38648,84.1,3,MS,0.0
1394,28015,9.0,10597,3462,7.7,44885,97.7,2,MS,0.0
1395,28017,7.0,17392,6964,10.9,37533,81.7,3,MS,0.0
1396,28019,9.0,8547,3601,6.4,41146,89.6,2,MS,0.0
1397,28021,8.0,9604,3105,14.4,31221,68.0,3,MS,0.0
1398,28023,9.0,16732,5846,8.4,42826,93.2,3,MS,0.0
1399,28025,7.0,20634,7946,11.6,33653,73.3,3,MS,0.0
1400,28027,7.0,26151,8362,12.5,30242,65.8,3,MS,0.0
1401,28029,2.0,29449,10759,8.3,42299,92.1,3,MS,0.0
1402,28031,8.0,19568,8379,6.9,42076,91.6,2,MS,0.0
1403,28033,1.0,161252,90498,6.0,67450,146.9,0,MS,0.0
1404,28035,3.0,74934,32983,8.0,40224,87.6,3,MS,2.0
1405,28037,9.0,8118,2770,8.3,41420,90.2,3,MS,0.0
1406,28039,6.0,22578,9013,9.1,51858,112.9,3,MS,0.0
1407,28041,8.0,14400,4337,9.7,48641,105.9,3,MS,0.0
1408,28043,7.0,21906,9305,7.2,40561,88.3,3,MS,0.0
1409,28045,2.0,43929,18692,8.5,50401,109.7,0,MS,1.0
1410,28047,2.0,187105,87410,9.5,49619,108.0,3,MS,3.0
1411,28049,2.0,245285,104391,9.3,44773,97.5,3,MS,1.0
1412,28051,6.0,19198,5530,16.2,26348,57.4,3,MS,0.0
1413,28053,6.0,9375,2225,14.7,28464,62.0,3,MS,0.0
1414,28055,8.0,1406,338,9.2,30944,67.4,3,MS,0.0
1415,28057,7.0,23401,10343,7.0,49214,107.2,2,MS,0.0
1416,28059,2.0,139668,58435,9.5,53414,116.3,0,MS,3.0
1417,28061,9.0,17062,6094,8.9,40923,89.1,3,MS,0.0
1418,28063,8.0,7726,1989,18.4,30871,67.2,3,MS,0.0
1419,28065,8.0,12487,4022,9.6,32077,69.8,3,MS,0.0
1420,28067,4.0,67761,25621,7.1,41733,90.9,3,MS,0.0
1421,28069,9.0,10456,3423,9.6,33472,72.9,3,MS,0.0
1422,28071,4.0,47351,26570,6.1,54034,117.6,0,MS,0.0
1423,28073,3.0,55658,30544,6.0,62606,136.3,0,MS,0.0
1424,28075,5.0,80261,29638,7.5,41604,90.6,3,MS,1.0
1425,28077,8.0,12929,4683,8.7,43668,95.1,3,MS,0.0
1426,28079,6.0,23805,8058,7.9,41007,89.3,3,MS,0.0
1427,28081,5.0,82910,41347,8.1,50803,110.6,3,MS,0.0
1428,28083,5.0,32317,9873,10.7,29687,64.6,3,MS,0.0
1429,28085,6.0,34869,14553,7.3,45062,98.1,3,MS,0.0
1430,28087,5.0,59779,25123,8.3,49251,107.2,3,MS,0.0
1431,28089,2.0,95203,52376,6.6,70824,154.2,0,MS,0.0
1432,28091,6.0,27088,10178,7.1,38402,83.6,3,MS,0.0
1433,28093,1.0,37144,14119,7.6,43107,93.9,3,MS,0.0
1434,28095,7.0,36989,15692,8.9,42464,92.5,3,MS,0.0
1435,28097,7.0,10925,3926,8.0,38475,83.8,3,MS,0.0
1436,28099,7.0,29676,10382,9.3,41795,91.0,3,MS,0.0
1437,28101,7.0,21720,8010,7.9,42962,93.5,3,MS,0.0
1438,28103,7.0,11545,3888,11.0,32916,71.7,3,MS,0.0
1439,28105,5.0,47671,22096,7.6,41631,90.6,3,MS,1.0
1440,28107,6.0,34707,12739,9.8,40655,88.5,3,MS,0.0
1441,28109,6.0,55834,23200,7.3,45874,99.9,3,MS,0.0
1442,28111,3.0,12250,4245,8.7,43106,93.9,3,MS,0.0
1443,28113,6.0,40404,14674,8.9,35044,76.3,3,MS,0.0
1444,28115,7.0,29957,14911,7.8,48910,106.5,3,MS,0.0
1445,28117,7.0,25276,11207,7.0,43465,94.6,2,MS,0.0
1446,28119,6.0,8223,2355,10.9,29318,63.8,3,MS,0.0
1447,28121,2.0,141617,74377,5.3,67284,146.5,0,MS,0.0
1448,28123,6.0,28264,12681,5.8,41532,90.4,2,MS,0.0
1449,28125,8.0,4916,1475,10.9,31138,67.8,3,MS,0.0
1450,28127,2.0,27503,10445,6.8,47664,103.8,3,MS,0.0
1451,28129,8.0,16491,6631,5.8,46296,100.8,2,MS,0.0
1452,28131,6.0,17786,7012,7.5,47187,102.7,3,MS,0.0
1453,28133,7.0,29450,7491,11.2,32948,71.7,3,MS,0.0
1454,28135,7.0,15378,5197,7.4,31915,69.5,3,MS,0.0
1455,28137,1.0,28886,11990,7.7,50188,109.3,0,MS,0.0
1456,28139,6.0,22232,9394,7.0,44696,97.3,3,MS,0.0
1457,28141,8.0,19593,8399,6.5,43341,94.4,2,MS,0.0
1458,28143,1.0,10778,4590,14.9,33993,74.0,3,MS,0.0
1459,28145,6.0,27134,14156,7.1,49320,107.4,2,MS,0.0
1460,28147,9.0,15443,4997,8.4,35465,77.2,3,MS,0.0
1461,28149,4.0,48773,20215,8.7,46606,101.5,3,MS,1.0
1462,28151,5.0,51137,16182,11.0,31018,67.5,3,MS,1.0
1463,28153,7.0,20747,7494,8.7,39036,85.0,3,MS,0.0
1464,28155,9.0,10253,3891,7.4,46110,100.4,2,MS,0.0
1465,28157,8.0,9878,2777,13.4,32612,71.0,3,MS,0.0
1466,28159,7.0,19198,7360,8.7,37596,81.9,3,MS,0.0
1467,28161,7.0,12678,4900,7.9,40515,88.2,3,MS,1.0
1468,28163,2.0,28065,9877,9.7,34817,75.8,3,MS,0.0
1469,29001,7.0,25607,10086,5.1,43044,75.0,2,MO,0.0
1470,29003,3.0,17291,9749,4.0,62823,109.5,0,MO,0.0
1471,29005,9.0,5685,2744,4.0,50516,88.0,2,MO,0.0
1472,29007,6.0,25529,10339,5.9,45609,79.5,2,MO,0.0
1473,29009,6.0,35597,15692,6.5,47155,82.2,2,MO,2.0
1474,29011,6.0,12402,5187,4.9,46397,80.9,2,MO,0.0
1475,29013,1.0,17049,7662,5.3,48442,84.4,3,MO,0.0
1476,29015,7.0,19056,7235,7.3,42144,73.5,3,MO,0.0
1477,29017,3.0,12363,5409,5.6,45868,79.9,3,MO,0.0
1478,29019,3.0,162642,96381,4.2,58029,101.1,0,MO,5.0
1479,29021,3.0,89201,43827,4.9,49216,85.8,2,MO,2.0
1480,29023,5.0,42794,18183,6.3,41327,72.0,3,MO,1.0
1481,29025,1.0,9424,4279,5.4,52872,92.2,0,MO,1.0
1482,29027,3.0,44332,21366,4.5,58720,102.3,0,MO,0.0
1483,29029,7.0,44002,18829,7.0,51460,89.7,2,MO,1.0
1484,29031,3.0,75674,40333,5.2,57618,100.4,0,MO,3.0
1485,29033,6.0,9295,4680,6.0,50628,88.2,2,MO,0.0
1486,29035,9.0,6265,2524,6.5,36383,63.4,2,MO,0.0
1487,29037,1.0,99478,54079,5.3,73882,128.8,0,MO,2.0
1488,29039,6.0,13982,5734,4.5,38427,67.0,2,MO,0.0
1489,29041,9.0,7831,3781,4.0,50589,88.2,2,MO,0.0
1490,29043,2.0,77422,45241,4.9,63400,110.5,0,MO,1.0
1491,29045,9.0,7139,3169,6.0,46001,80.2,2,MO,0.0
1492,29047,1.0,221939,136568,6.1,70705,123.2,0,MO,9.0
1493,29049,1.0,20743,10564,5.9,64541,112.5,0,MO,0.0
1494,29051,3.0,75990,39151,4.4,61847,107.8,0,MO,2.0
1495,29053,6.0,17601,7219,5.6,56957,99.3,2,MO,0.0
1496,29055,6.0,24696,10852,6.4,48315,84.2,2,MO,0.0
1497,29057,8.0,7883,3560,4.4,42421,73.9,2,MO,0.0
1498,29059,2.0,16777,7034,5.9,42389,73.9,3,MO,0.0
1499,29061,8.0,8433,4123,4.2,48197,84.0,2,MO,0.0
1500,29063,3.0,12892,4791,4.3,53997,94.1,2,MO,0.0
1501,29065,7.0,15657,6351,4.8,45540,79.4,2,MO,0.0
1502,29067,6.0,13684,5167,7.7,39773,69.3,3,MO,0.0
1503,29069,7.0,31953,11562,7.3,38880,67.8,3,MO,0.0
1504,29071,1.0,101492,52661,6.2,61428,107.1,0,MO,4.0
1505,29073,6.0,15222,7606,5.8,53751,93.7,2,MO,1.0
1506,29075,8.0,6738,3405,3.4,53663,93.5,2,MO,0.0
1507,29077,2.0,275174,150766,5.3,45313,79.0,3,MO,9.0
1508,29079,7.0,10261,4333,4.6,44323,77.3,2,MO,0.0
1509,29081,7.0,8957,3811,4.5,43016,75.0,2,MO,0.0
1510,29083,6.0,22272,9673,5.9,46995,81.9,2,MO,0.0
1511,29085,8.0,9627,3879,5.1,32934,57.4,2,MO,0.0
1512,29087,8.0,4912,2578,3.4,47429,82.7,2,MO,0.0
1513,29089,6.0,10144,4822,4.1,49923,87.0,2,MO,0.0
1514,29091,7.0,40400,16201,6.7,40177,70.0,3,MO,0.0
1515,29093,7.0,10630,3500,7.0,39292,68.5,3,MO,0.0
1516,29095,1.0,674158,360213,7.1,57907,100.9,0,MO,29.0
1517,29097,3.0,117404,56154,5.7,46021,80.2,3,MO,3.0
1518,29099,1.0,218733,116774,6.1,68779,119.9,0,MO,2.0
1519,29101,4.0,52595,23108,5.7,58396,101.8,2,MO,1.0
1520,29103,9.0,4131,1757,4.0,41755,72.8,2,MO,0.0
1521,29105,6.0,35571,16731,8.3,43969,76.6,3,MO,0.0
1522,29107,1.0,33381,16582,5.3,62264,108.5,0,MO,0.0
1523,29109,6.0,38634,17672,6.1,45746,79.7,2,MO,1.0
1524,29111,9.0,10211,4966,4.9,40782,71.1,2,MO,0.0
1525,29113,1.0,52566,28723,6.3,69178,120.6,0,MO,0.0
1526,29115,7.0,12761,5093,6.1,45774,79.8,2,MO,0.0
1527,29117,6.0,15195,7389,3.8,49065,85.5,2,MO,0.0
1528,29119,2.0,23083,10578,5.0,39615,69.0,3,MO,0.0
1529,29121,7.0,15566,7435,4.8,45717,79.7,2,MO,0.0
1530,29123,6.0,12226,5475,6.5,43919,76.5,3,MO,0.0
1531,29125,8.0,9176,3909,4.8,49712,86.6,2,MO,0.0
1532,29127,5.0,28781,14299,4.8,50803,88.5,2,MO,1.0
1533,29129,9.0,3785,1889,3.6,44343,77.3,2,MO,0.0
1534,29131,6.0,24748,12308,6.2,49252,85.8,2,MO,0.0
1535,29133,6.0,14358,5701,5.3,36802,64.1,2,MO,0.0
1536,29135,3.0,15607,7368,4.2,57321,99.9,2,MO,0.0
1537,29137,9.0,8840,3789,5.9,48399,84.4,2,MO,0.0
1538,29139,6.0,12236,5750,5.0,50282,87.6,2,MO,0.0
1539,29141,8.0,20565,8273,6.3,44473,77.5,2,MO,1.0
1540,29143,7.0,18956,8483,5.8,42115,73.4,2,MO,0.0
1541,29145,3.0,58114,26732,5.8,53251,92.8,3,MO,0.0
1542,29147,6.0,23370,10722,4.6,47419,82.6,2,MO,0.0
1543,29149,9.0,10881,3938,6.7,35356,61.6,2,MO,0.0
1544,29151,3.0,13878,7078,3.6,60728,105.8,0,MO,0.0
1545,29153,9.0,9723,3467,7.2,36019,62.8,3,MO,0.0
1546,29155,7.0,18296,6271,8.0,34280,59.7,3,MO,0.0
1547,29157,6.0,18971,9826,5.7,57032,99.4,2,MO,1.0
1548,29159,4.0,42201,20626,6.8,48516,84.6,3,MO,0.0
1549,29161,5.0,45156,19776,4.8,46573,81.2,2,MO,2.0
1550,29163,6.0,18516,7549,5.5,49089,85.6,2,MO,1.0
1551,29165,1.0,89322,58458,5.4,84456,147.2,0,MO,1.0
1552,29167,2.0,31137,14331,4.7,44837,78.1,2,MO,0.0
1553,29169,5.0,52274,14583,5.6,55620,96.9,2,MO,0.0
1554,29171,9.0,4979,2275,4.4,42434,74.0,2,MO,0.0
1555,29173,9.0,10167,5627,4.5,63419,110.5,2,MO,0.0
1556,29175,6.0,25414,10210,5.9,48043,83.7,2,MO,0.0
1557,29177,1.0,23494,10966,6.9,61678,107.5,0,MO,0.0
1558,29179,9.0,6696,2922,5.7,37415,65.2,2,MO,0.0
1559,29181,9.0,14100,4987,7.9,35788,62.4,3,MO,0.0
1560,29183,1.0,360485,224521,5.2,89236,155.5,0,MO,10.0
